Q#8 - >GPK93_01g00100	non-specific	237280	7	458	7.69011e-147	425.141	PRK13034	PRK13034	 - 	cl18945	serine hydroxymethyltransferase; Reviewed
Q#8 - >GPK93_01g00100	non-specific	184161	14	458	4.57009e-107	326.227	PRK13580	PRK13580	 - 	cl18945	glycine hydroxymethyltransferase. 
Q#23 - >GPK93_01g00250	non-specific	439616	322	782	2.38724e-22	103.994	NF038318	DISARM_DrmD_b	C	cl45762	DISARM system SNF2-like helicase DrmD, short form. DrmD, a SNF2-like helicase, is a component of class 1 DISARM (Defence Island System Associated with Restriction Modification), which contains a DNA adenine N6 methyltransferase. This HMM describes a distinct form that is somewhat shorter than the majority of DrmD proteins.
Q#23 - >GPK93_01g00250	superfamily	439616	322	782	2.38724e-22	103.994	cl45762	DISARM_DrmD_b superfamily	C	 - 	DISARM system SNF2-like helicase DrmD, short form. DrmD, a SNF2-like helicase, is a component of class 1 DISARM (Defence Island System Associated with Restriction Modification), which contains a DNA adenine N6 methyltransferase. This HMM describes a distinct form that is somewhat shorter than the majority of DrmD proteins.
Q#36 - >GPK93_01g00390	non-specific	224670	1	180	4.00509e-46	150.572	COG1756	Emg1	 - 	cl00764	rRNA pseudouridine-1189 N-methylase Emg1, Nep1/Mra1 family [Translation, ribosomal structure and biogenesis]. 
Q#36 - >GPK93_01g00390	superfamily	445084	1	180	4.00509e-46	150.572	cl00764	EMG1 superfamily	 - 	 - 	EMG1/NEP1 methyltransferase. Members of this family are essential for 40S ribosomal biogenesis. The structure of EMG1 has revealed that it is a novel member of the superfamily of alpha/beta knot fold methyltransferases.
Q#36 - >GPK93_01g00390	non-specific	349961	35	174	2.19861e-32	114.935	cd18088	Nep1-like	N	cl38912	18S rRNA (pseudouridine(1248)-N1)-methyltransferase Nep1. 18S rRNA (pseudouridine(1248)-N1)-methyltransferase Nep1 (also known as EMG1) methylates pseudouridine at position1248 (Psi1248) in 18S rRNA and is required for small subunit (SSU) ribosomal RNA (rRNA) maturation. Mutations on human cause in Bowen-Conradi Syndrome. Nep1 is a member of the SPOUT (SpoU-TrmD) methyltransferase (MTase) superfamily, a large class of S-adenosyl-L-methionine (AdoMet or SAM)-dependent RNA MTases which are structurally characterized by a deep trefoil knot.
Q#36 - >GPK93_01g00390	superfamily	453887	35	174	2.19861e-32	114.935	cl38912	SPOUT_MTase superfamily	N	 - 	SPOUT superfamily of SAM-dependent RNA methyltransferases. This family has a Rossmanoid fold, with a deep trefoil knot in its C-terminal region. It has structural similarity to RNA methyltransferases, and is likely to function as an S-adenosyl-L-methionine (SAM)-dependent RNA 2'-O methyltransferase.
Q#36 - >GPK93_01g00390	non-specific	427379	22	171	2.05918e-29	107.245	pfam03587	EMG1	 - 	cl00764	EMG1/NEP1 methyltransferase. Members of this family are essential for 40S ribosomal biogenesis. The structure of EMG1 has revealed that it is a novel member of the superfamily of alpha/beta knot fold methyltransferases.
Q#36 - >GPK93_01g00390	non-specific	235238	29	180	7.23509e-06	44.4965	PRK04171	PRK04171	N	cl00764	16S rRNA (pseudouridine)(914)-N(1))-methyltransferase Nep1. 
Q#67 - >GPK93_01g00700	non-specific	438123	269	307	7.904e-07	45.2248	cd16460	RING-H2_DZIP3	 - 	cl17238	RING finger, H2 subclass, found in DAZ (deleted in azoospermia)-interacting protein 3 (DZIP3) and similar proteins. DZIP3, also known as RNA-binding ubiquitin ligase of 138 kDa (RUL138) or 2A-HUB protein, is an RNA-binding E3 ubiquitin-protein ligase that interacts with coactivator-associated arginine methyltransferase 1 (CARM1) and acts as a transcriptional coactivator of estrogen receptor (ER) alpha. It is also a histone H2A ubiquitin ligase that catalyzes monoubiquitination of H2A at lysine 119, functioning as a combinatorial component of the repression machinery required for repressing a specific chemokine gene expression program, critically modulating migratory responses to Toll-like receptors (TLR) activation. DZIP3 contains a C3H2C3-type RING-H2 finger at the C-terminus.
Q#68 - >GPK93_01g00710	superfamily	451276	45	96	6.05787e-16	68.7479	cl21498	SANT superfamily	 - 	 - 	N/A. This domain, approximately 90 residues, is mainly found in DNA methyltransferase 1-associated protein 1 (DAMP1) that plays an important role in development and maintenace of genome integrity in various mammalia species. It mainly consists of tandem repeats of three alpha-helices that are arranged in a helix-turn-helix motif and shows a structual similarity with SANT domain and Myb DNA-binding domain, indicating it contains a putative DNA binding site.
Q#101 - >GPK93_01g01050	non-specific	350790	210	370	1.98319e-10	59.8824	cd18032	DEXHc_RE_I_III_res	 - 	cl28899	DEXH-box helicase domain of type III restriction enzyme res subunit. Members of this model includes both type I and type III restriction enzymes. Both are hetero-oligomeric proteins. Type I REs are encoded by three closely linked genes: a specificity subunit (HsdS or S) for recognizing a DNA sequence, a methylation subunit (HsdM or M) for methylating the recognized target bases, and a restriction subunit (HsdR or R) for the translocation and random cleavage of non-methylated DNA. They show diverse catalytic activities, including methyltransferase (MTase), ATP hydrolase (ATPase), DNA translocation and restriction activities. These enzymes cut at a site that differs, and is a random distance (at least 1000 bp) away, from their recognition site. Cleavage at these random sites follows a process of DNA translocation, which shows that these enzymes are also molecular motors. The recognition site is asymmetrical and is composed of two specific portions: one containing 3-4 nucleotides, and another containing 4-5 nucleotides, separated by a non-specific spacer of about 6-8 nucleotides. Type III enzymes are composed of two subunits, Res and Mod. The Mod subunit recognizes the DNA sequence specific for the system and is a modification methyltransferase; as such, it is functionally equivalent to the M and S subunits of type I restriction endonucleases. Res is required for restriction, although it has no enzymatic activity on its own. Type III enzymes recognize short 5-6 bp-long asymmetric DNA sequences and cleave 25-27 bp downstream to leave short, single-stranded 5' protrusions. They require the presence of two inversely oriented unmethylated recognition sites for restriction to occur. These enzymes methylate only one strand of the DNA, at the N-6 position of adenosyl residues, so newly replicated DNA will have only one strand methylated, which is sufficient to protect against restriction. Both type I and type III REs are members of the DEAD-like helicase superfamily, a diverse family of proteins involved in ATP-dependent RNA or DNA unwinding. This domain contains the ATP-binding region.
Q#104 - >GPK93_01g01080	specific	223222	4	305	4.32578e-117	340.907	COG0144	RsmB	 - 	cl33775	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family [Translation, ribosomal structure and biogenesis]. 
Q#104 - >GPK93_01g01080	superfamily	223222	4	305	4.32578e-117	340.907	cl33775	RsmB superfamily	 - 	 - 	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family [Translation, ribosomal structure and biogenesis]. 
Q#104 - >GPK93_01g01080	non-specific	188051	36	304	4.51562e-105	307.086	TIGR00446	nop2p	 - 	cl33194	NOL1/NOP2/sun family putative RNA methylase. [Protein synthesis, tRNA and rRNA base modification]
Q#104 - >GPK93_01g01080	superfamily	188051	36	304	4.51562e-105	307.086	cl33194	nop2p superfamily	 - 	 - 	NOL1/NOP2/sun family putative RNA methylase. [Protein synthesis, tRNA and rRNA base modification]
Q#104 - >GPK93_01g01080	non-specific	237857	4	305	1.51222e-77	243.16	PRK14902	PRK14902	N	cl36439	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB. 
Q#104 - >GPK93_01g01080	superfamily	237857	4	305	1.51222e-77	243.16	cl36439	PRK14902 superfamily	N	 - 	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB. 
Q#104 - >GPK93_01g01080	non-specific	426109	100	303	1.51013e-76	232.314	pfam01189	Methyltr_RsmB-F	 - 	cl17173	16S rRNA methyltransferase RsmB/F. This is the catalytic core of this SAM-dependent 16S ribosomal methyltransferase RsmB/F enzyme. There is a catalytic cysteine residue at 180 in UniProtKB:Q5SII2, with another highly conserved cysteine at residue 230. It methylates the C(5) position of cytosine 2870 (m5C2870) in 25S rRNA.
Q#104 - >GPK93_01g01080	superfamily	450167	100	303	1.51013e-76	232.314	cl17173	AdoMet_MTases superfamily	 - 	 - 	N/A. This family appears to have methyltransferase activity.
Q#104 - >GPK93_01g01080	non-specific	183387	31	304	1.88216e-59	196.668	PRK11933	yebU	C	cl32744	rRNA (cytosine-C(5)-)-methyltransferase RsmF; Reviewed
Q#104 - >GPK93_01g01080	superfamily	183387	31	304	1.88216e-59	196.668	cl32744	yebU superfamily	C	 - 	rRNA (cytosine-C(5)-)-methyltransferase RsmF; Reviewed
Q#104 - >GPK93_01g01080	non-specific	273141	6	305	4.96532e-56	186.997	TIGR00563	rsmB	N	cl36686	16S rRNA (cytosine(967)-C(5))-methyltransferase. This protein is also known as sun protein. The reading frame was originally interpreted as two reading frames, fmu and fmv. The recombinant protein from E. coli was shown to methylate only C967 of small subunit (16S) ribosomal RNA and to produce only m5C at that position. The seed alignment is built from bacterial sequences only. Eukaryotic homologs include Nop2, a protein required for processing pre-rRNA, that is likely also a rRNA methyltransferase, although the fine specificity may differ. Cutoff scores are set to avoid treating archaeal and eukaroytic homologs automatically as functionally equivalent, although they may have very similar roles. [Protein synthesis, tRNA and rRNA base modification]
Q#104 - >GPK93_01g01080	superfamily	273141	6	305	4.96532e-56	186.997	cl36686	rsmB superfamily	N	 - 	16S rRNA (cytosine(967)-C(5))-methyltransferase. This protein is also known as sun protein. The reading frame was originally interpreted as two reading frames, fmu and fmv. The recombinant protein from E. coli was shown to methylate only C967 of small subunit (16S) ribosomal RNA and to produce only m5C at that position. The seed alignment is built from bacterial sequences only. Eukaryotic homologs include Nop2, a protein required for processing pre-rRNA, that is likely also a rRNA methyltransferase, although the fine specificity may differ. Cutoff scores are set to avoid treating archaeal and eukaroytic homologs automatically as functionally equivalent, although they may have very similar roles. [Protein synthesis, tRNA and rRNA base modification]
Q#104 - >GPK93_01g01080	non-specific	237856	12	305	1.55765e-53	180.51	PRK14901	PRK14901	N	cl36438	16S rRNA methyltransferase B; Provisional
Q#104 - >GPK93_01g01080	superfamily	237856	12	305	1.55765e-53	180.51	cl36438	PRK14901 superfamily	N	 - 	16S rRNA methyltransferase B; Provisional
Q#104 - >GPK93_01g01080	non-specific	236790	6	304	2.21247e-49	169.215	PRK10901	PRK10901	N	cl35969	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB. 
Q#104 - >GPK93_01g01080	superfamily	236790	6	304	2.21247e-49	169.215	cl35969	PRK10901 superfamily	N	 - 	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB. 
Q#104 - >GPK93_01g01080	non-specific	184896	25	269	4.31702e-42	150.408	PRK14903	PRK14903	N	cl33029	16S rRNA methyltransferase B; Provisional
Q#104 - >GPK93_01g01080	superfamily	184896	25	269	4.31702e-42	150.408	cl33029	PRK14903 superfamily	N	 - 	16S rRNA methyltransferase B; Provisional
Q#104 - >GPK93_01g01080	non-specific	237858	92	253	7.55202e-39	141.735	PRK14904	PRK14904	N	cl36440	16S rRNA methyltransferase B; Provisional
Q#104 - >GPK93_01g01080	superfamily	237858	92	253	7.55202e-39	141.735	cl36440	PRK14904 superfamily	N	 - 	16S rRNA methyltransferase B; Provisional
Q#104 - >GPK93_01g01080	specific	100107	110	232	1.1454e-06	46.2691	cd02440	AdoMet_MTases	 - 	cl17173	S-adenosylmethionine-dependent methyltransferases (SAM or AdoMet-MTase), class I;  AdoMet-MTases are enzymes that use S-adenosyl-L-methionine (SAM or AdoMet) as a substrate for methyltransfer, creating the product S-adenosyl-L-homocysteine (AdoHcy). There are at least five structurally distinct families of AdoMet-MTases, class I being the largest and most diverse. Within this class enzymes can be classified by different substrate specificities (small molecules, lipids, nucleic acids, etc.) and different target atoms for methylation (nitrogen, oxygen, carbon, sulfur, etc.).
Q#104 - >GPK93_01g01080	non-specific	435735	5	96	2.02133e-06	45.165	pfam17125	Methyltr_RsmF_N	 - 	cl38510	N-terminal domain of 16S rRNA methyltransferase RsmF. This is the N-terminal domain of the RsmF methyl transferase. RsmF is a multi-site-specific methyltransferase that is responsible for the synthesis of three modifications on cytidines in 16S ribosomal RNA. The N-terminus is critical for stabilizing the catalytic core of the enzyme.
Q#104 - >GPK93_01g01080	superfamily	435735	5	96	2.02133e-06	45.165	cl38510	Methyltr_RsmF_N superfamily	 - 	 - 	N-terminal domain of 16S rRNA methyltransferase RsmF. This is the N-terminal domain of the RsmF methyl transferase. RsmF is a multi-site-specific methyltransferase that is responsible for the synthesis of three modifications on cytidines in 16S ribosomal RNA. The N-terminus is critical for stabilizing the catalytic core of the enzyme.
Q#104 - >GPK93_01g01080	non-specific	426399	105	229	4.98398e-06	46.0427	pfam01728	FtsJ	C	cl17173	FtsJ-like methyltransferase. This family consists of FtsJ from various bacterial and archaeal sources FtsJ is a methyltransferase, but actually has no effect on cell division. FtsJ's substrate is the 23S rRNA. The 1.5 A crystal structure of FtsJ in complex with its cofactor S-adenosylmethionine revealed that FtsJ has a methyltransferase fold. This family also includes the N-terminus of flaviviral NS5 protein. It has been hypothesized that the N-terminal domain of NS5 is a methyltransferase involved in viral RNA capping.
Q#134 - >GPK93_01g01390	specific	224931	12	195	1.29422e-21	87.1075	COG2020	STE14	 - 	cl43585	Protein-S-isoprenylcysteine O-methyltransferase Ste14 [Posttranslational modification, protein turnover, chaperones]. 
Q#134 - >GPK93_01g01390	superfamily	224931	12	195	1.29422e-21	87.1075	cl43585	STE14 superfamily	 - 	 - 	Protein-S-isoprenylcysteine O-methyltransferase Ste14 [Posttranslational modification, protein turnover, chaperones]. 
Q#142 - >GPK93_01g01470	non-specific	240264	13	457	0	622.388	PTZ00094	PTZ00094	 - 	cl30209	serine hydroxymethyltransferase; Provisional
Q#142 - >GPK93_01g01470	superfamily	240264	13	457	0	622.388	cl30209	PTZ00094 superfamily	 - 	 - 	serine hydroxymethyltransferase; Provisional
Q#142 - >GPK93_01g01470	non-specific	215639	13	457	0	604.667	PLN03226	PLN03226	 - 	cl18945	serine hydroxymethyltransferase; Provisional
Q#142 - >GPK93_01g01470	non-specific	395372	14	406	0	561.292	pfam00464	SHMT	 - 	cl18945	Serine hydroxymethyltransferase. 
Q#142 - >GPK93_01g01470	specific	223190	13	459	0	548.732	COG0112	GlyA	 - 	cl42521	Glycine/serine hydroxymethyltransferase [Amino acid transport and metabolism]. 
Q#142 - >GPK93_01g01470	superfamily	223190	13	459	0	548.732	cl42521	GlyA superfamily	 - 	 - 	Glycine/serine hydroxymethyltransferase [Amino acid transport and metabolism]. 
Q#142 - >GPK93_01g01470	specific	99733	15	411	0	518.296	cd00378	SHMT	 - 	cl18945	Serine-glycine hydroxymethyltransferase (SHMT). This family belongs to pyridoxal phosphate (PLP)-dependent aspartate aminotransferase superfamily (fold I). SHMT carries out interconversion of serine and glycine; it catalyzes the transfer of hydroxymethyl group of N5, N10-methylene tetrahydrofolate to glycine resulting in the formation of serine and tetrahydrofolate. Both eukaryotic and prokaryotic SHMT enzymes form tight obligate homodimers; the mammalian enzyme forms a homotetramer comprising four pyridoxal phosphate-bound active sites.
Q#142 - >GPK93_01g01470	non-specific	234571	15	459	1.9367e-174	495.365	PRK00011	glyA	 - 	cl18945	serine hydroxymethyltransferase; Reviewed
Q#142 - >GPK93_01g01470	non-specific	215153	13	393	2.37128e-155	453.107	PLN02271	PLN02271	N	cl30210	serine hydroxymethyltransferase
Q#142 - >GPK93_01g01470	superfamily	215153	13	393	2.37128e-155	453.107	cl30210	PLN02271 superfamily	N	 - 	serine hydroxymethyltransferase
Q#142 - >GPK93_01g01470	non-specific	237280	7	458	7.69011e-147	425.141	PRK13034	PRK13034	 - 	cl18945	serine hydroxymethyltransferase; Reviewed
Q#142 - >GPK93_01g01470	non-specific	184161	14	458	4.57009e-107	326.227	PRK13580	PRK13580	 - 	cl18945	glycine hydroxymethyltransferase. 
Q#143 - >GPK93_01g01480	specific	238211	11	245	5.38741e-110	317.296	cd00351	TS_Pyrimidine_HMase	 - 	cl19097	Thymidylate synthase and pyrimidine hydroxymethylase: Thymidylate synthase (TS) and deoxycytidylate hydroxymethylase (dCMP-HMase) are homologs that catalyze analogous alkylation of C5 of pyrimidine nucleotides. Both enzymes are involved in the biosynthesis of DNA precursors and are active as homodimers. However, they exhibit distinct pyrimidine base specificities and differ in the details of their catalyzed reactions. TS is biologically ubiquitous and catalyzes the conversion of dUMP and methylene-tetrahydrofolate (CH2THF) to dTMP and dihydrofolate (DHF). It also acts as a regulator of its own expression by binding and inactivating its own RNA. Due to its key role in the de novo pathway for thymidylate synthesis and, hence, DNA synthesis, it is one of the most conserved enzymes across species and phyla. TS is a well-recognized target for anticancer chemotherapy, as well as a valuable new target against infectious diseases. Interestingly, in several protozoa, a single polypeptide chain codes for both, dihydrofolate reductase (DHFR) and thymidylate synthase (TS), forming a bifunctional enzyme (DHFR-TS), possibly through gene fusion at a single evolutionary point. DHFR-TS is also active as a dimer. Virus encoded dCMP-HMase catalyzes the reversible conversion of dCMP and CH2THF to hydroxymethyl-dCMP and THF. This family also includes dUMP hydroxymethylase, which is encoded by several bacteriophages that infect Bacillus subtilis, for their own protection against the host restriction system,  and contain hydroxymethyl-dUMP instead of dTMP in their DNA.
Q#190 - >GPK93_02g01990	superfamily	451276	55	107	3.03768e-21	81.9721	cl21498	SANT superfamily	 - 	 - 	N/A. This domain, approximately 90 residues, is mainly found in DNA methyltransferase 1-associated protein 1 (DAMP1) that plays an important role in development and maintenace of genome integrity in various mammalia species. It mainly consists of tandem repeats of three alpha-helices that are arranged in a helix-turn-helix motif and shows a structual similarity with SANT domain and Myb DNA-binding domain, indicating it contains a putative DNA binding site.
Q#225 - >GPK93_02g02360	non-specific	340642	1	72	1.57033e-10	51.4112	cd17122	Ubl_UHRF1	 - 	cl28922	ubiquitin-like (Ubl) domain found in ubiquitin-like PHD and RING finger domain-containing protein 1(UHRF1). UHRF1, also termed inverted CCAAT box-binding protein of 90 kDa, or nuclear protein 95, or nuclear zinc finger protein Np95 (Np95), or RING finger protein 106, or transcription factor ICBP90, or E3 ubiquitin-protein ligase UHRF1, is a unique chromatin effector protein that integrates the recognition of both histone PTMs and DNA methylation. It is essential for cell proliferation and plays a critical role in the development and progression of many human carcinomas, such as laryngeal squamous cell carcinoma, gastric cancer, esophageal squamous cell carcinoma, colorectal cancer, prostate cancer, and breast cancer. UHRF1 can acts as a transcriptional repressor through its binding to histone H3 when it is unmodified at Arg2. Its overexpression in human lung fibroblasts results in downregulation of expression of the tumor suppressor pRB. It also plays a role in transcriptional repression of the cell cycle regulator p21.Moreover, UHRF1-dependent repression of factors can facilitate the G1-S transition. It interacts with Tat-interacting protein of 60 kDa (TIP60) and induces degradation-independent ubiquitination ofTIP60. It is also an N-methylpurine DNA glycosylase (MPG)-interacting protein that binds MPG in a p53status-independent manner in the DNA base excision repair (BER) pathway. In addition, UHRF1 functions as an epigenetic regulator that is important for multiple aspects of epigenetic regulation, including maintenance of DNA methylation patterns and recognition of various histone modifications. UHRF1 contains an N-terminal ubiquitin-like domain (Ubl), a tandem Tudor domain (TTD), a plant homeodomain (PHD) finger, a SET and RING finger associated (SRA) domain, and a C-terminal RING-finger domain. It specifically binds to hemimethylated DNA, double-stranded CpG dinucleotides, and recruits the maintenance methyltransferase DNMT1 to its hemimethylated DNA substrate through its SRA domain. UHRF1-dependent H3K23 ubiquitination has an essential role in maintenance DNA methylation and replication. The tandem Tudor domain directs UHRF1 binding to the heterochromatin mark histone H3K9me3 and the PHD finger targets UHRF1 to unmodified histone H3 in euchromatic regions. The RING-finger domain exhibits both autocatalytic E3 ubiquitin (Ub) ligase activity and activity against histone H3 and DNMT1.
Q#227 - >GPK93_02g02380	non-specific	119396	52	125	4.87671e-09	50.7254	cd06462	Peptidase_S24_S26	 - 	cl10465	The S24, S26 LexA/signal peptidase superfamily contains LexA-related and type I signal peptidase families. The S24 LexA protein domains include: the lambda repressor CI/C2 family and related bacterial prophage repressor proteins; LexA (EC 3.4.21.88), the repressor of genes in the cellular SOS response to DNA damage; MucA and the related UmuD proteins, which are lesion-bypass DNA polymerases, induced in response to mitogenic DNA damage; RulA, a component of the rulAB locus that confers resistance to UV, and RuvA, which is a component of the RuvABC resolvasome that catalyzes the resolution of Holliday junctions that arise during genetic recombination and DNA repair. The S26 type I signal peptidase (SPase) family also includes mitochondrial inner membrane protease (IMP)-like members. SPases are essential membrane-bound proteases which function to cleave away the amino-terminal signal peptide from the translocated pre-protein, thus playing a crucial role in the transport of proteins across membranes in all living organisms. All members in this superfamily are unique serine proteases that carry out catalysis using a serine/lysine dyad instead of the prototypical serine/histidine/aspartic acid triad found in most serine proteases.
Q#261 - >GPK93_02g02750	non-specific	340642	1	72	4.92103e-11	55.2632	cd17122	Ubl_UHRF1	 - 	cl28922	ubiquitin-like (Ubl) domain found in ubiquitin-like PHD and RING finger domain-containing protein 1(UHRF1). UHRF1, also termed inverted CCAAT box-binding protein of 90 kDa, or nuclear protein 95, or nuclear zinc finger protein Np95 (Np95), or RING finger protein 106, or transcription factor ICBP90, or E3 ubiquitin-protein ligase UHRF1, is a unique chromatin effector protein that integrates the recognition of both histone PTMs and DNA methylation. It is essential for cell proliferation and plays a critical role in the development and progression of many human carcinomas, such as laryngeal squamous cell carcinoma, gastric cancer, esophageal squamous cell carcinoma, colorectal cancer, prostate cancer, and breast cancer. UHRF1 can acts as a transcriptional repressor through its binding to histone H3 when it is unmodified at Arg2. Its overexpression in human lung fibroblasts results in downregulation of expression of the tumor suppressor pRB. It also plays a role in transcriptional repression of the cell cycle regulator p21.Moreover, UHRF1-dependent repression of factors can facilitate the G1-S transition. It interacts with Tat-interacting protein of 60 kDa (TIP60) and induces degradation-independent ubiquitination ofTIP60. It is also an N-methylpurine DNA glycosylase (MPG)-interacting protein that binds MPG in a p53status-independent manner in the DNA base excision repair (BER) pathway. In addition, UHRF1 functions as an epigenetic regulator that is important for multiple aspects of epigenetic regulation, including maintenance of DNA methylation patterns and recognition of various histone modifications. UHRF1 contains an N-terminal ubiquitin-like domain (Ubl), a tandem Tudor domain (TTD), a plant homeodomain (PHD) finger, a SET and RING finger associated (SRA) domain, and a C-terminal RING-finger domain. It specifically binds to hemimethylated DNA, double-stranded CpG dinucleotides, and recruits the maintenance methyltransferase DNMT1 to its hemimethylated DNA substrate through its SRA domain. UHRF1-dependent H3K23 ubiquitination has an essential role in maintenance DNA methylation and replication. The tandem Tudor domain directs UHRF1 binding to the heterochromatin mark histone H3K9me3 and the PHD finger targets UHRF1 to unmodified histone H3 in euchromatic regions. The RING-finger domain exhibits both autocatalytic E3 ubiquitin (Ub) ligase activity and activity against histone H3 and DNMT1.
Q#297 - >GPK93_02g03110	non-specific	349779	20	240	2.29428e-77	234.384	cd17870	GPN1	 - 	cl38936	GPN-loop GTPase 1. GPN-loop GTPase 1 (GPN1, also kown as MBD2-interacting protein or MBDin, RNAPII-associated protein 4, and XPA-binding protein 1) is a GTPase is required for nuclear targeting of RNA polymerase II. It forms heterodimers with GPN3.
Q#324 - >GPK93_03g03430	non-specific	349318	4	53	2.44893e-11	55.6517	cd18962	CD_MT_like	 - 	cl28914	chromodomain of a putative Coemansia reversa NRRL 1564 methyltransferase, and similar proteins. This subgroup includes the CHROMO (CHRromatin Organization Modifier) domain found in a Coemansia reversa NRRL 1564 SET (Su(var)3-9, enhancer-of-zeste, trithorax) domain-containing protein, and similar proteins. The SU(VAR)3-9 protein is the main chromocenter-specific histone H3-K9 methyltransferase (HMTase) in Drosophila where it plays a role in heterochromatic gene silencing. A chromodomain is a conserved region of about 50 amino acids, found in a variety of chromosomal proteins, and which appears to play a role in the functional organization of the eukaryotic nucleus. The chromodomain is implicated in the binding, of the proteins in which it is found, to methylated histone tails and maybe RNA. A chromodomain may occur as a single instance, in a tandem arrangement, or followed by a related chromo shadow domain.
